frame,id,x,y,yeni_id
205,1,594,543,1
206,1,592,547,1
207,1,588,550,1
208,1,585,551,1
209,1,587,551,1
210,1,586,556,1
211,1,584,559,1
212,1,581,559,1
213,1,584,559,1
214,1,587,559,1
215,1,589,559,1
216,1,589,559,1
217,1,590,559,1
218,1,593,559,1
219,1,595,558,1
220,1,592,558,1
221,1,591,556,1
222,1,589,554,1
223,1,587,553,1
224,1,585,542,1
225,1,584,540,1
226,1,583,553,1
227,1,584,561,1
228,1,584,567,1
229,1,583,572,1
230,1,582,576,1
231,1,579,580,1
232,1,577,584,1
233,1,577,589,1
234,1,576,593,1
235,1,573,595,1
236,1,570,598,1
237,1,568,598,1
238,1,566,597,1
239,1,564,597,1
240,1,562,597,1
241,1,559,594,1
242,1,560,594,1
243,1,556,592,1
244,1,559,592,1
245,1,552,590,1
246,1,561,591,1
247,1,551,591,1
248,1,556,591,1
249,1,559,591,1
250,1,560,591,1
251,1,555,589,1
259,1,534,594,1
260,1,526,594,1
261,1,534,594,1
262,1,536,593,1
263,1,538,592,1
264,1,538,593,1
265,1,537,595,1
266,1,541,598,1
267,1,535,600,1
268,1,536,601,1
269,1,540,601,1
270,1,548,600,1
271,1,551,599,1
272,1,557,601,1
273,1,559,601,1
274,1,561,601,1
275,1,562,601,1
276,1,563,600,1
277,1,565,600,1
278,1,565,600,1
279,1,567,600,1
280,1,570,601,1
281,1,570,602,1
282,1,571,602,1
283,1,574,602,1
284,1,577,602,1
285,1,580,602,1
286,1,581,601,1
287,1,583,602,1
288,1,584,601,1
289,1,585,601,1
290,1,586,601,1
291,1,584,602,1
292,1,584,604,1
293,1,583,610,1
294,1,584,616,1
295,1,584,623,1
296,1,581,629,1
297,1,580,633,1
298,1,580,634,1
299,1,579,635,1
300,1,579,635,1
301,1,578,634,1
302,1,576,634,1
303,1,578,634,1
304,1,579,634,1
305,1,581,635,1
306,1,581,635,1
307,1,575,635,1
308,1,572,634,1
309,1,572,634,1
310,1,580,634,1
311,1,582,634,1
312,1,582,634,1
313,1,582,634,1
314,1,582,634,1
315,1,582,634,1
316,1,582,634,1
317,1,582,634,1
318,1,582,634,1
319,1,576,634,1
320,1,575,634,1
321,1,581,634,1
322,1,583,634,1
323,1,584,634,1
324,1,584,634,1
325,1,585,634,1
326,1,584,634,1
327,1,584,634,1
328,1,585,634,1
329,1,585,634,1
330,1,585,634,1
331,1,584,634,1
332,1,584,634,1
333,1,584,634,1
334,1,584,634,1
335,1,583,633,1
336,1,582,633,1
337,1,581,634,1
338,1,581,633,1
339,1,581,633,1
340,1,576,634,1
341,1,569,634,1
342,1,558,634,1
343,1,558,634,1
344,1,557,634,1
345,1,553,634,1
346,1,550,634,1
347,1,548,634,1
348,1,548,633,1
349,1,554,633,1
350,1,555,633,1
351,1,556,633,1
352,1,556,633,1
353,1,550,633,1
354,1,549,633,1
355,1,552,633,1
356,1,554,633,1
357,1,549,633,1
358,1,542,633,1
359,1,539,633,1
360,1,540,633,1
361,1,542,634,1
362,1,535,634,1
363,1,553,634,1
364,1,561,634,1
365,1,568,634,1
366,1,570,634,1
367,1,574,634,1
368,1,576,634,1
369,1,577,634,1
370,1,579,634,1
371,1,580,632,1
372,1,583,630,1
373,1,585,628,1
374,1,587,630,1
375,1,589,632,1
376,1,591,632,1
377,1,594,633,1
378,1,595,632,1
379,1,593,633,1
380,1,594,633,1
381,1,594,633,1
382,1,595,632,1
383,1,595,632,1
384,1,596,631,1
385,1,597,627,1
386,1,596,618,1
387,1,595,608,1
388,1,595,599,1
389,1,596,594,1
390,1,599,591,1
391,1,601,589,1
392,1,601,588,1
393,1,605,588,1
394,1,606,589,1
395,1,607,589,1
396,1,606,589,1
397,1,603,589,1
398,1,603,589,1
399,1,589,589,1
400,1,582,587,1
401,1,576,582,1
402,1,572,572,1
403,1,570,564,1
404,1,568,556,1
405,1,565,548,1
406,1,563,538,1
407,1,557,531,1
408,1,550,528,1
409,1,551,526,1
410,1,547,525,1
411,1,546,526,1
412,1,549,525,1
413,1,546,526,1
414,1,556,526,1
415,1,560,527,1
416,1,562,528,1
417,1,562,531,1
418,1,563,533,1
419,1,562,536,1
420,1,554,537,1
431,1,527,540,1
432,1,526,540,1
433,1,525,540,1
434,1,525,540,1
435,1,525,540,1
436,1,525,540,1
437,1,526,541,1
438,1,526,541,1
439,1,526,541,1
440,1,525,542,1
441,1,525,543,1
442,1,525,543,1
443,1,525,543,1
444,1,525,543,1
445,1,525,543,1
446,1,526,542,1
447,1,526,543,1
448,1,526,543,1
450,1,525,541,1
451,1,525,541,1
452,1,526,541,1
453,1,527,541,1
454,1,528,541,1
455,1,528,541,1
456,1,528,539,1
457,1,529,538,1
458,1,530,538,1
459,1,529,538,1
460,1,537,537,1
461,1,535,538,1
462,1,541,539,1
463,1,553,538,1
464,1,562,539,1
465,1,571,539,1
466,1,580,540,1
467,1,594,540,1
468,1,614,539,1
469,1,621,540,1
470,1,618,541,1
471,1,619,542,1
472,1,632,543,1
473,1,634,545,1
474,1,632,543,1
475,1,642,542,1
476,1,640,540,1
477,1,646,539,1
478,1,649,536,1
479,1,649,535,1
480,1,649,536,1
481,1,645,535,1
482,1,640,535,1
483,1,638,535,1
484,1,636,535,1
485,1,635,534,1
486,1,638,534,1
487,1,640,533,1
488,1,637,533,1
489,1,628,528,1
490,1,621,524,1
491,1,611,517,1
492,1,604,510,1
493,1,595,503,1
494,1,594,497,1
495,1,596,491,1
496,1,594,487,1
497,1,596,481,1
498,1,599,479,1
500,1,611,477,1
501,1,610,477,1
502,1,612,477,1
503,1,611,476,1
504,1,613,476,1
505,1,616,477,1
527,1,594,480,1
528,1,592,480,1
529,1,592,479,1
530,1,593,479,1
531,1,592,480,1
532,1,588,480,1
533,1,581,479,1
535,1,619,477,1
536,1,629,478,1
537,1,630,477,1
538,1,622,477,1
539,1,622,477,1
540,1,600,477,1
541,1,611,476,1
542,1,607,477,1
543,1,607,477,1
544,1,614,475,1
545,1,622,474,1
546,1,635,474,1
547,1,639,474,1
548,1,643,474,1
549,1,646,474,1
550,1,650,472,1
551,1,653,469,1
552,1,654,463,1
553,1,654,464,1
554,1,652,466,1
555,1,652,459,1
556,1,652,466,1
557,1,651,460,1
558,1,655,458,1
559,1,656,466,1
560,1,658,463,1
561,1,661,470,1
562,1,661,473,1
563,1,664,474,1
564,1,666,475,1
565,1,669,475,1
566,1,671,475,1
567,1,673,475,1
568,1,675,475,1
569,1,678,475,1
570,1,681,475,1
571,1,685,475,1
572,1,686,474,1
573,1,689,473,1
574,1,694,472,1
575,1,699,473,1
576,1,702,473,1
577,1,701,473,1
578,1,695,472,1
579,1,691,472,1
580,1,688,470,1
581,1,685,471,1
582,1,683,475,1
583,1,679,456,1
584,1,678,472,1
585,1,677,467,1
586,1,675,473,1
587,1,671,479,1
588,1,665,481,1
589,1,665,483,1
590,1,660,484,1
591,1,658,485,1
592,1,657,485,1
593,1,657,485,1
594,1,657,484,1
595,1,659,483,1
596,1,659,484,1
597,1,662,486,1
598,1,676,486,1
599,1,683,486,1
600,1,687,486,1
601,1,690,487,1
602,1,691,487,1
603,1,692,486,1
604,1,692,487,1
605,1,696,487,1
606,1,698,486,1
607,1,697,486,1
608,1,696,485,1
609,1,696,486,1
610,1,700,486,1
611,1,699,490,1
612,1,702,492,1
613,1,705,493,1
614,1,707,494,1
615,1,714,494,1
616,1,713,497,1
617,1,713,503,1
618,1,717,505,1
619,1,719,507,1
620,1,720,507,1
621,1,720,507,1
622,1,720,507,1
623,1,709,507,1
624,1,713,507,1
625,1,702,506,1
626,1,699,506,1
627,1,697,506,1
628,1,696,505,1
629,1,694,505,1
630,1,693,505,1
631,1,703,506,1
632,1,705,506,1
633,1,696,505,1
634,1,690,505,1
635,1,687,505,1
636,1,687,505,1
637,1,698,505,1
638,1,710,505,1
639,1,714,505,1
640,1,715,505,1
641,1,711,506,1
642,1,699,506,1
643,1,700,506,1
644,1,693,506,1
645,1,702,506,1
646,1,693,506,1
647,1,687,506,1
648,1,684,506,1
649,1,689,506,1
650,1,691,507,1
651,1,694,507,1
652,1,696,507,1
653,1,702,507,1
654,1,703,506,1
655,1,706,506,1
656,1,709,506,1
657,1,710,507,1
658,1,711,507,1
659,1,713,506,1
660,1,711,506,1
661,1,711,506,1
662,1,710,507,1
663,1,711,507,1
664,1,713,507,1
665,1,713,507,1
666,1,712,504,1
667,1,712,504,1
668,1,715,505,1
669,1,717,507,1
670,1,718,508,1
671,1,718,508,1
672,1,719,508,1
673,1,719,508,1
674,1,718,508,1
675,1,719,508,1
676,1,720,508,1
677,1,719,507,1
678,1,718,506,1
679,1,719,506,1
680,1,721,504,1
681,1,724,500,1
682,1,727,495,1
683,1,730,488,1
684,1,731,481,1
685,1,730,473,1
686,1,730,466,1
687,1,729,461,1
688,1,726,457,1
689,1,721,457,1
690,1,718,457,1
691,1,716,457,1
692,1,714,458,1
693,1,712,458,1
694,1,710,458,1
695,1,708,459,1
696,1,705,459,1
697,1,702,460,1
698,1,699,460,1
699,1,695,459,1
700,1,692,460,1
701,1,688,459,1
702,1,686,453,1
703,1,683,446,1
704,1,680,441,1
705,1,679,439,1
706,1,678,437,1
707,1,677,435,1
708,1,675,431,1
709,1,669,429,1
710,1,664,425,1
711,1,660,422,1
712,1,659,421,1
713,1,659,420,1
714,1,658,420,1
715,1,658,420,1
716,1,659,420,1
717,1,658,420,1
718,1,657,420,1
719,1,656,420,1
720,1,655,421,1
721,1,655,420,1
722,1,655,420,1
723,1,655,420,1
724,1,656,420,1
725,1,654,419,1
726,1,658,419,1
727,1,661,419,1
728,1,665,419,1
729,1,664,419,1
730,1,668,419,1
731,1,670,419,1
732,1,669,419,1
733,1,669,420,1
734,1,674,420,1
735,1,677,420,1
736,1,677,420,1
737,1,678,420,1
738,1,681,420,1
739,1,683,420,1
740,1,685,420,1
741,1,687,420,1
742,1,690,421,1
743,1,694,424,1
744,1,699,429,1
745,1,706,431,1
746,1,712,434,1
747,1,716,433,1
748,1,719,432,1
749,1,724,429,1
750,1,727,431,1
751,1,730,432,1
752,1,732,435,1
753,1,733,435,1
754,1,735,434,1
755,1,737,434,1
756,1,739,434,1
757,1,742,435,1
758,1,745,435,1
759,1,747,435,1
760,1,749,436,1
761,1,751,436,1
762,1,755,436,1
763,1,758,435,1
764,1,761,435,1
765,1,763,436,1
766,1,766,435,1
767,1,771,434,1
768,1,775,436,1
769,1,778,437,1
770,1,780,437,1
771,1,780,437,1
772,1,780,438,1
773,1,780,438,1
774,1,780,438,1
775,1,779,438,1
776,1,779,438,1
777,1,778,435,1
778,1,778,429,1
779,1,777,423,1
780,1,776,417,1
781,1,774,409,1
782,1,775,401,1
783,1,775,395,1
784,1,774,392,1
785,1,782,391,1
786,1,784,391,1
787,1,776,392,1
788,1,771,392,1
789,1,766,392,1
790,1,763,392,1
791,1,757,391,1
792,1,754,391,1
793,1,750,390,1
794,1,746,389,1
795,1,743,387,1
796,1,740,383,1
797,1,738,379,1
798,1,736,373,1
799,1,734,369,1
800,1,734,365,1
801,1,732,360,1
802,1,731,357,1
803,1,732,354,1
804,1,731,354,1
805,1,732,352,1
806,1,732,349,1
807,1,731,347,1
808,1,730,345,1
809,1,730,344,1
810,1,732,344,1
811,1,734,344,1
812,1,735,344,1
813,1,737,341,1
814,1,740,341,1
815,1,743,341,1
816,1,746,342,1
817,1,750,343,1
818,1,755,344,1
819,1,760,343,1
820,1,765,342,1
821,1,770,341,1
822,1,781,341,1
823,1,787,340,1
824,1,793,341,1
825,1,797,341,1
826,1,800,340,1
827,1,801,339,1
828,1,803,338,1
829,1,805,340,1
830,1,808,340,1
831,1,809,343,1
832,1,810,345,1
833,1,808,348,1
834,1,809,349,1
835,1,809,349,1
836,1,808,349,1
837,1,806,350,1
838,1,805,350,1
839,1,804,351,1
840,1,802,351,1
841,1,799,352,1
842,1,797,352,1
843,1,794,351,1
844,1,791,351,1
845,1,789,350,1
846,1,785,350,1
847,1,782,349,1
848,1,779,350,1
849,1,777,349,1
850,1,773,349,1
851,1,773,350,1
852,1,772,351,1
853,1,771,352,1
854,1,770,352,1
855,1,770,352,1
856,1,770,352,1
857,1,770,352,1
858,1,769,352,1
859,1,770,352,1
860,1,770,352,1
861,1,770,352,1
862,1,769,352,1
863,1,768,352,1
864,1,766,352,1
865,1,766,352,1
866,1,766,352,1
867,1,767,352,1
868,1,767,352,1
869,1,767,352,1
870,1,767,353,1
871,1,768,353,1
872,1,768,353,1
873,1,769,353,1
874,1,769,353,1
875,1,770,353,1
876,1,771,353,1
877,1,771,353,1
878,1,771,352,1
879,1,771,352,1
880,1,770,352,1
881,1,770,352,1
882,1,770,352,1
883,1,770,352,1
884,1,770,352,1
885,1,770,352,1
886,1,770,353,1
887,1,770,353,1
888,1,770,353,1
889,1,769,353,1
890,1,769,353,1
891,1,769,353,1
892,1,768,353,1
893,1,767,353,1
894,1,766,353,1
895,1,766,353,1
896,1,766,353,1
897,1,765,353,1
898,1,763,353,1
899,1,764,353,1
900,1,764,353,1
901,1,764,352,1
902,1,764,352,1
903,1,763,352,1
904,1,763,351,1
905,1,762,351,1
906,1,762,351,1
907,1,763,352,1
908,1,762,351,1
909,1,763,352,1
910,1,762,352,1
911,1,762,352,1
912,1,763,352,1
913,1,764,351,1
914,1,765,351,1
915,1,764,351,1
916,1,764,352,1
917,1,765,352,1
918,1,765,352,1
919,1,766,353,1
920,1,768,353,1
921,1,770,354,1
922,1,771,354,1
923,1,771,354,1
924,1,772,354,1
925,1,771,353,1
926,1,771,353,1
927,1,773,353,1
928,1,774,353,1
929,1,772,354,1
930,1,772,354,1
931,1,771,354,1
932,1,771,354,1
933,1,770,354,1
934,1,768,354,1
935,1,767,354,1
936,1,767,354,1
937,1,767,355,1
938,1,768,354,1
939,1,770,353,1
940,1,771,351,1
941,1,772,349,1
942,1,771,343,1
943,1,771,336,1
944,1,772,329,1
945,1,771,324,1
946,1,768,319,1
947,1,763,317,1
948,1,761,315,1
949,1,758,315,1
950,1,756,314,1
951,1,753,314,1
952,1,751,315,1
953,1,748,315,1
954,1,744,315,1
955,1,742,315,1
956,1,741,315,1
957,1,741,315,1
958,1,741,315,1
959,1,742,314,1
960,1,743,313,1
961,1,744,312,1
962,1,746,311,1
963,1,746,310,1
964,1,748,309,1
965,1,749,309,1
966,1,749,308,1
967,1,750,308,1
968,1,750,308,1
969,1,751,309,1
970,1,752,311,1
971,1,753,313,1
972,1,754,315,1
973,1,756,315,1
974,1,757,313,1
975,1,759,314,1
976,1,760,315,1
977,1,762,315,1
978,1,764,314,1
979,1,767,314,1
980,1,769,315,1
981,1,773,314,1
982,1,776,314,1
983,1,781,314,1
984,1,787,314,1
985,1,789,314,1
986,1,791,313,1
987,1,792,313,1
988,1,794,314,1
989,1,796,316,1
990,1,798,316,1
991,1,799,316,1
992,1,802,317,1
993,1,805,318,1
994,1,806,321,1
995,1,806,325,1
996,1,806,329,1
997,1,805,333,1
998,1,804,336,1
999,1,803,338,1
1000,1,805,339,1
1001,1,806,338,1
1002,1,808,338,1
1003,1,810,338,1
1004,1,811,338,1
1005,1,812,338,1
1006,1,812,338,1
1007,1,812,338,1
1008,1,811,338,1
1009,1,810,338,1
1010,1,809,338,1
1011,1,808,339,1
1012,1,807,339,1
1013,1,807,339,1
1014,1,807,339,1
1015,1,806,339,1
1016,1,806,339,1
1017,1,806,339,1
1018,1,804,339,1
1019,1,803,339,1
1020,1,805,339,1
1021,1,805,340,1
1022,1,805,340,1
1023,1,805,339,1
1024,1,805,339,1
1025,1,806,339,1
1026,1,806,339,1
1027,1,806,339,1
1028,1,806,339,1
1029,1,806,339,1
1030,1,807,339,1
1031,1,807,339,1
1032,1,807,338,1
1033,1,808,338,1
1034,1,810,338,1
1035,1,811,338,1
1036,1,811,338,1
1037,1,811,338,1
1038,1,810,338,1
1039,1,809,338,1
1040,1,809,338,1
1041,1,809,339,1
1042,1,808,339,1
1043,1,808,339,1
1044,1,809,338,1
1045,1,809,338,1
1046,1,809,338,1
1047,1,808,338,1
1048,1,808,338,1
1049,1,808,338,1
1050,1,808,338,1
1051,1,808,338,1
1052,1,808,338,1
1053,1,808,338,1
1054,1,808,338,1
1055,1,808,338,1
1056,1,808,338,1
1057,1,807,338,1
1058,1,807,338,1
1059,1,806,338,1
1060,1,806,338,1
1061,1,806,338,1
1062,1,805,339,1
1063,1,804,339,1
1064,1,804,339,1
1065,1,806,338,1
1066,1,806,338,1
1067,1,805,338,1
1068,1,804,338,1
1069,1,804,338,1
1070,1,804,338,1
1071,1,805,338,1
1072,1,805,338,1
1073,1,805,338,1
1074,1,806,338,1
1075,1,806,338,1
1076,1,807,338,1
1077,1,807,337,1
1078,1,808,337,1
1079,1,808,338,1
1080,1,808,338,1
1081,1,807,339,1
1082,1,807,339,1
1083,1,807,338,1
1084,1,806,338,1
1085,1,805,338,1
1086,1,805,338,1
1087,1,803,338,1
1088,1,803,339,1
1089,1,803,339,1
1090,1,803,339,1
1091,1,804,339,1
1092,1,804,339,1
1093,1,805,338,1
1094,1,805,337,1
1095,1,806,337,1
1096,1,807,337,1
1097,1,807,337,1
1098,1,808,336,1
1099,1,810,335,1
1100,1,811,331,1
1101,1,813,329,1
1102,1,814,332,1
1103,1,816,333,1
1104,1,818,333,1
1105,1,819,333,1
1106,1,821,332,1
1107,1,822,330,1
1108,1,823,330,1
1109,1,824,331,1
1110,1,825,331,1
1111,1,825,330,1
1112,1,825,329,1
1113,1,826,328,1
1114,1,825,326,1
1115,1,825,323,1
1116,1,826,321,1
1117,1,825,319,1
1118,1,826,317,1
1119,1,825,317,1
1120,1,826,316,1
1121,1,824,316,1
1122,1,826,317,1
1123,1,824,316,1
1124,1,822,316,1
1125,1,820,316,1
1126,1,818,316,1
1127,1,817,317,1
1128,1,816,316,1
1129,1,816,316,1
1130,1,815,315,1
1131,1,815,315,1
1132,1,814,315,1
1133,1,812,315,1
1134,1,810,314,1
1135,1,804,314,1
1136,1,798,313,1
1137,1,796,313,1
1138,1,797,312,1
1139,1,795,311,1
1140,1,794,310,1
1141,1,794,309,1
1142,1,795,309,1
1143,1,799,308,1
1144,1,800,309,1
1145,1,801,309,1
1146,1,800,307,1
1147,1,802,306,1
1148,1,803,305,1
1149,1,803,305,1
1150,1,805,306,1
1151,1,806,306,1
1152,1,808,306,1
1153,1,810,305,1
1154,1,810,307,1
1155,1,808,308,1
1156,1,807,309,1
1157,1,810,310,1
1158,1,810,310,1
1159,1,811,310,1
1160,1,812,310,1
1161,1,813,310,1
1162,1,814,309,1
1163,1,815,310,1
1164,1,818,311,1
1165,1,822,311,1
1166,1,822,313,1
1167,1,823,313,1
1168,1,828,313,1
1169,1,830,316,1
1170,1,832,322,1
1171,1,835,325,1
1172,1,836,331,1
1173,1,835,334,1
1174,1,832,344,1
1175,1,831,351,1
1176,1,830,356,1
1177,1,831,335,1
1178,1,832,342,1
1179,1,833,349,1
1180,1,835,351,1
1181,1,838,347,1
1182,1,836,353,1
1183,1,835,355,1
1184,1,832,356,1
1185,1,830,357,1
1186,1,828,358,1
1187,1,825,356,1
1188,1,822,355,1
1189,1,819,357,1
1190,1,816,359,1
1191,1,812,361,1
1192,1,806,363,1
1193,1,802,367,1
1194,1,800,370,1
1195,1,799,371,1
1196,1,799,371,1
1197,1,797,371,1
1198,1,795,372,1
1199,1,795,372,1
1200,1,794,372,1
1201,1,792,372,1
1202,1,790,373,1
1203,1,788,378,1
1204,1,785,387,1
1205,1,784,397,1
1206,1,782,390,1
1207,1,782,415,1
1208,1,779,427,1
1209,1,777,433,1
1210,1,776,440,1
1211,1,776,442,1
1212,1,776,444,1
1213,1,777,444,1
1214,1,776,444,1
1215,1,775,444,1
1216,1,774,444,1
1217,1,771,429,1
1218,1,771,416,1
1219,1,771,425,1
1220,1,770,435,1
1221,1,766,439,1
1222,1,761,441,1
1223,1,756,444,1
1224,1,754,445,1
1225,1,753,447,1
1226,1,750,447,1
1227,1,746,448,1
1228,1,744,448,1
1229,1,745,448,1
1230,1,742,449,1
1231,1,740,451,1
1232,1,739,450,1
1233,1,736,449,1
1234,1,734,449,1
1235,1,733,451,1
1236,1,730,454,1
1237,1,728,461,1
1238,1,727,468,1
1239,1,725,476,1
1240,1,725,484,1
1241,1,724,493,1
1242,1,725,495,1
1243,1,726,496,1
1244,1,725,496,1
1245,1,726,496,1
1246,1,728,497,1
1247,1,729,497,1
1248,1,729,497,1
1249,1,730,498,1
1250,1,730,498,1
1251,1,730,498,1
1252,1,728,498,1
1253,1,727,498,1
1254,1,727,497,1
1255,1,727,497,1
1256,1,727,497,1
1257,1,726,497,1
1258,1,725,496,1
1259,1,724,496,1
1260,1,724,495,1
1261,1,724,495,1
1262,1,723,494,1
1263,1,723,495,1
1264,1,723,494,1
1265,1,724,493,1
1266,1,724,493,1
1267,1,724,492,1
1268,1,725,493,1
1269,1,725,494,1
1270,1,726,495,1
1271,1,727,496,1
1272,1,727,497,1
1273,1,732,497,1
1274,1,735,497,1
1275,1,736,497,1
1276,1,735,497,1
1277,1,735,498,1
1278,1,735,498,1
1279,1,738,498,1
1280,1,740,497,1
1281,1,744,496,1
1282,1,747,496,1
1283,1,750,495,1
1284,1,751,495,1
1285,1,752,491,1
1286,1,754,485,1
1287,1,755,478,1
1288,1,756,471,1
1289,1,758,462,1
1290,1,759,454,1
1291,1,761,450,1
1292,1,764,449,1
1293,1,766,449,1
1294,1,768,450,1
1295,1,769,451,1
1296,1,769,451,1
1297,1,769,450,1
1298,1,769,446,1
1299,1,769,441,1
1300,1,768,431,1
1301,1,768,422,1
1302,1,768,414,1
1303,1,768,405,1
1304,1,766,399,1
1305,1,767,394,1
1306,1,765,392,1
1307,1,764,388,1
1308,1,765,393,1
1309,1,769,394,1
1310,1,772,393,1
1311,1,774,393,1
1312,1,775,394,1
1313,1,776,389,1
1314,1,779,382,1
1315,1,783,369,1
1316,1,788,356,1
1317,1,792,348,1
1318,1,796,345,1
1319,1,798,343,1
1320,1,801,343,1
1321,1,803,343,1
1322,1,805,343,1
1323,1,805,343,1
1324,1,805,343,1
1325,1,805,342,1
1326,1,804,341,1
1327,1,805,342,1
1328,1,804,338,1
1329,1,804,330,1
1330,1,804,321,1
1331,1,803,310,1
1332,1,804,298,1
1333,1,803,294,1
1334,1,803,291,1
1335,1,803,289,1
1336,1,802,289,1
1337,1,801,289,1
1338,1,801,289,1
1339,1,801,289,1
1340,1,801,289,1
1341,1,801,289,1
1342,1,800,289,1
1343,1,799,290,1
1344,1,795,290,1
1345,1,793,291,1
1346,1,791,291,1
1347,1,786,289,1
1348,1,784,288,1
1349,1,789,288,1
1350,1,795,287,1
1351,1,798,286,1
1352,1,795,285,1
1353,1,796,284,1
1354,1,785,283,1
1355,1,780,282,1
1356,1,778,282,1
1357,1,777,283,1
1358,1,777,284,1
1359,1,777,283,1
1360,1,777,283,1
1361,1,777,283,1
1362,1,777,283,1
1363,1,776,282,1
1364,1,776,281,1
1365,1,776,280,1
1366,1,777,280,1
1367,1,776,280,1
1368,1,776,280,1
1369,1,776,280,1
1370,1,776,280,1
1371,1,776,280,1
1372,1,776,280,1
1373,1,776,280,1
1374,1,776,280,1
1375,1,776,280,1
1376,1,775,280,1
1377,1,776,280,1
1378,1,776,280,1
1379,1,776,280,1
1380,1,775,280,1
1381,1,775,280,1
1382,1,775,280,1
1383,1,774,280,1
1384,1,774,280,1
1385,1,774,280,1
1386,1,774,280,1
1387,1,774,280,1
1388,1,774,280,1
1389,1,775,279,1
1390,1,776,279,1
1391,1,776,278,1
1392,1,777,278,1
1393,1,778,278,1
1406,1,790,278,1
1419,1,794,278,1
1420,1,794,278,1
1423,1,794,277,1
1424,1,794,277,1
1425,1,793,277,1
1426,1,793,276,1
1427,1,793,276,1
1428,1,793,276,1
1429,1,793,275,1
1430,1,793,275,1
1431,1,793,276,1
1432,1,793,276,1
1433,1,793,276,1
1434,1,793,276,1
1435,1,794,277,1
1436,1,793,277,1
1437,1,793,277,1
1438,1,794,277,1
1439,1,793,276,1
1440,1,794,277,1
1441,1,794,277,1
1442,1,794,277,1
1443,1,794,277,1
1448,1,791,278,1
1452,1,794,280,1
1453,1,791,279,1
1454,1,790,278,1
1455,1,789,280,1
1457,1,788,278,1
1458,1,788,277,1
1459,1,788,277,1
