frame,id,x,y,width,height
307,1,610.2757568359375,448.3517761230469,158.485595703125,327.58319091796875
308,1,614.3975830078125,436.750244140625,153.620849609375,317.4450378417969
309,1,617.3739013671875,428.4526672363281,147.71636962890625,313.62847900390625
310,1,619.9928588867188,425.2501831054688,140.7618408203125,317.5304260253906
311,1,623.66552734375,423.1867980957031,137.32574462890625,320.75982666015625
312,1,637.8502197265625,420.9937744140625,157.64825439453125,325.3605651855469
313,1,644.4852294921875,419.7102355957031,162.7457275390625,329.31842041015625
314,1,646.9165649414062,418.6399841308594,164.0111083984375,333.2948608398437
315,1,642.5845336914062,416.1382446289063,146.419677734375,335.6869812011719
316,1,644.1572265625,408.6536560058594,142.86865234375,333.1825561523437
317,1,649.1593017578125,399.146240234375,151.62188720703125,326.63037109375
318,1,657.4848022460938,388.134521484375,146.368896484375,316.31884765625
319,1,664.338134765625,375.3315734863281,144.433349609375,301.86041259765625
320,1,669.641357421875,366.48382568359375,139.66754150390625,296.5061340332031
321,1,678.4700927734375,361.263427734375,128.17474365234375,294.112060546875
322,1,686.1663818359375,358.7316589355469,122.07647705078124,298.5653686523437
323,1,694.895263671875,357.32342529296875,123.96771240234376,303.67291259765625
324,1,702.7943115234375,354.8240966796875,130.39617919921875,307.3034973144531
325,1,703.0557250976562,352.80322265625,125.1492919921875,311.9857177734375
326,1,709.8240966796875,350.54254150390625,132.64678955078125,315.29278564453125
327,1,712.7423095703125,348.5965270996094,133.72821044921875,317.84722900390625
328,1,718.1266479492188,346.32196044921875,137.6182861328125,323.5995178222656
329,1,725.0699462890625,340.7312927246094,140.19683837890625,322.22332763671875
330,1,729.2936401367188,334.7965393066406,138.3294677734375,320.6937255859375
331,1,731.3267211914062,326.781005859375,130.8531494140625,314.3055114746094
332,1,732.8925170898438,316.7960205078125,123.3980712890625,302.5668334960937
333,1,734.7130126953125,307.5771484375,117.23626708984376,294.69805908203125
334,1,737.0849609375,300.489990234375,110.9161376953125,290.1881103515625
335,1,738.793212890625,293.9639892578125,107.54254150390624,285.235595703125
336,1,740.4274291992188,290.4819030761719,107.2313232421875,284.0111694335937
337,1,743.4124755859375,288.66583251953125,106.3433837890625,285.0260314941406
338,1,747.2083740234375,288.297607421875,108.82977294921876,288.7485656738281
339,1,750.5007934570312,288.0750732421875,111.868896484375,291.126220703125
340,1,752.25244140625,288.3236083984375,115.097412109375,292.1788024902344
341,1,753.8657836914062,287.44610595703125,117.0938720703125,292.9305419921875
342,1,756.0623779296875,283.40155029296875,118.88433837890624,290.6654663085937
343,1,759.8219604492188,277.1913452148437,124.31396484375,283.3092346191406
344,1,764.9544677734375,269.629638671875,124.13421630859376,272.6654968261719
345,1,771.8319091796875,263.0316162109375,119.63018798828124,265.714599609375
346,1,777.58251953125,259.1943359375,114.896484375,264.4190673828125
347,1,784.9150390625,257.0459899902344,108.37359619140624,263.30487060546875
348,1,791.9346313476562,256.371337890625,106.663330078125,267.7439880371094
349,1,797.870361328125,255.56613159179688,100.86309814453124,267.1904296875
350,1,803.4462280273438,255.5611114501953,100.3563232421875,269.0002746582031
351,1,806.0499877929688,254.8436279296875,100.4344482421875,270.30633544921875
352,1,807.627685546875,254.59605407714844,101.79266357421876,271.8045349121094
353,1,808.941162109375,253.4686584472656,105.363037109375,274.0955810546875
354,1,809.6138305664062,252.13465881347656,107.5740966796875,276.2944641113281
355,1,810.9876098632812,251.22108459472656,109.267822265625,278.5480041503906
356,1,811.7821044921875,249.50196838378903,109.29705810546876,280.1979675292969
357,1,812.6546020507812,245.4394073486328,108.383544921875,278.0032043457031
358,1,814.118896484375,240.7611541748047,104.9605712890625,274.1788635253906
359,1,814.6719970703125,235.39276123046875,101.456298828125,271.160400390625
360,1,815.4263916015625,229.65069580078125,98.52069091796876,263.8134765625
361,1,816.3898315429688,223.932373046875,94.8770751953125,256.53375244140625
362,1,816.6607055664062,218.4281311035156,92.87060546875,249.7308349609375
363,1,818.5247192382812,214.8953857421875,89.0848388671875,247.95135498046875
364,1,820.6547241210938,213.033935546875,86.1339111328125,247.8082733154297
365,1,821.9693603515625,211.69972229003903,83.94464111328125,246.45620727539065
366,1,822.9476318359375,210.64881896972656,83.19622802734375,246.68972778320312
367,1,824.32666015625,210.49169921875,82.931396484375,247.9179534912109
368,1,824.3051147460938,210.2472381591797,87.0865478515625,248.08596801757807
369,1,825.644775390625,209.7830352783203,89.06280517578125,248.5960998535156
370,1,826.7451782226562,209.45309448242188,89.94189453125,249.03955078125
371,1,827.4059448242188,208.40528869628903,91.154296875,249.3330993652344
372,1,827.9014892578125,205.59271240234372,92.95501708984376,246.5881805419922
373,1,830.6031494140625,202.60855102539065,91.82781982421876,241.98980712890625
374,1,833.7653198242188,197.07415771484372,90.0933837890625,232.9134063720703
375,1,836.6785278320312,193.5240020751953,86.5401611328125,228.63967895507807
376,1,838.0619506835938,191.8360595703125,85.2606201171875,227.64544677734372
377,1,839.6171875,190.55255126953125,84.08917236328125,227.52593994140625
378,1,840.9681396484375,189.99349975585935,85.13140869140625,228.14306640625
379,1,841.37158203125,189.8115692138672,86.1558837890625,230.09036254882807
380,1,842.0542602539062,189.69699096679688,87.041015625,231.5596923828125
381,1,842.6283569335938,188.23667907714844,86.9906005859375,234.37771606445312
382,1,841.2718505859375,186.77288818359372,88.21881103515625,237.24151611328125
383,1,839.83984375,186.0528259277344,89.20574951171875,238.8544921875
384,1,838.4965209960938,186.03648376464844,87.35400390625,237.36056518554688
385,1,838.587646484375,184.31488037109372,83.93353271484375,239.5096435546875
386,1,837.827392578125,182.8565216064453,81.77239990234375,241.3745574951172
387,1,836.3228759765625,184.82286071777344,80.21685791015625,236.41238403320312
388,1,835.3953247070312,183.44192504882807,78.421142578125,237.9589691162109
389,1,833.99951171875,182.31903076171875,77.689697265625,239.74163818359372
390,1,832.4136352539062,181.23580932617188,76.9649658203125,241.61578369140625
391,1,830.8560791015625,180.3271026611328,77.675537109375,241.65805053710935
392,1,830.0706787109375,179.18006896972656,78.0394287109375,240.65138244628903
393,1,829.0540771484375,177.76988220214844,79.493408203125,236.8740692138672
394,1,828.330078125,177.28955078125,80.29443359375,231.32049560546875
395,1,828.195556640625,176.30120849609375,80.83819580078125,224.4818878173828
396,1,828.787353515625,176.53944396972656,81.79986572265625,219.84426879882807
397,1,828.98876953125,175.21673583984375,83.535888671875,215.22796630859372
398,1,829.3077392578125,173.81884765625,84.6607666015625,214.13848876953125
399,1,829.572509765625,172.17759704589844,85.5029296875,214.9053649902344
400,1,829.541015625,170.81739807128906,86.2271728515625,213.9549865722656
401,1,829.2620239257812,169.97784423828125,86.484375,213.17393493652344
402,1,829.0269165039062,169.46018981933594,86.095947265625,213.54763793945312
403,1,828.8063354492188,170.57711791992188,85.606201171875,211.33143615722656
404,1,829.0906372070312,170.19070434570312,84.439697265625,212.06239318847656
405,1,829.576416015625,168.68338012695312,82.25482177734375,214.1829833984375
406,1,829.87109375,169.68789672851562,80.5958251953125,211.50494384765625
407,1,829.7049560546875,173.43209838867188,79.4896240234375,203.34120178222656
408,1,830.4451293945312,175.33609008789062,78.2493896484375,198.3004608154297
409,1,831.1483154296875,177.18988037109375,77.290771484375,193.72698974609372
410,1,831.4429931640625,178.15028381347656,77.08551025390625,191.08822631835935
411,1,831.7247314453125,178.33294677734375,77.74420166015625,190.6399688720703
412,1,832.234375,177.90284729003906,78.189697265625,191.56088256835935
413,1,833.31298828125,176.5082550048828,78.46722412109375,194.1944274902344
414,1,834.6834106445312,173.8212890625,77.5299072265625,200.663330078125
415,1,835.224365234375,174.6287841796875,78.68328857421875,197.96759033203125
416,1,835.7515258789062,175.3647003173828,79.3541259765625,196.16329956054688
417,1,836.0521240234375,174.38906860351562,80.6754150390625,198.86016845703125
418,1,837.2373046875,169.1150360107422,82.11749267578125,210.46871948242188
419,1,837.689453125,166.7986602783203,83.97027587890625,215.89163208007807
420,1,838.2001342773438,166.80140686035156,85.167724609375,216.55300903320312
421,1,838.7716064453125,167.27796936035156,85.60870361328125,216.2037048339844
422,1,839.1353149414062,170.10418701171875,84.9381103515625,209.6533203125
423,1,839.585205078125,172.47561645507812,84.21368408203125,203.78485107421875
424,1,839.5699462890625,173.3435821533203,84.29010009765625,200.94125366210935
425,1,839.9766235351562,172.87557983398438,83.890625,200.7608642578125
426,1,840.49853515625,170.55892944335938,82.49273681640625,203.0142059326172
427,1,840.96044921875,167.0882110595703,81.1807861328125,209.24256896972656
428,1,841.8543701171875,168.55551147460938,79.12127685546875,206.15362548828125
429,1,842.377197265625,166.5944366455078,77.30743408203125,210.26235961914065
430,1,842.4359741210938,165.6870880126953,76.7193603515625,213.77413940429688
431,1,843.1229858398438,164.63563537597656,75.5028076171875,216.4136657714844
432,1,842.8155517578125,165.33743286132812,76.78863525390625,218.20538330078125
433,1,843.156494140625,166.74497985839844,77.1162109375,218.43833923339844
434,1,843.2196655273438,169.766845703125,78.0408935546875,215.02642822265625
435,1,842.80810546875,173.42694091796875,80.10113525390625,210.23748779296875
436,1,842.47265625,177.17672729492188,82.18768310546875,208.25799560546875
437,1,842.494384765625,174.51437377929688,83.419921875,216.85028076171875
438,1,842.5958251953125,175.66143798828125,84.05987548828125,217.59532165527344
439,1,843.1939697265625,172.82603454589844,83.59637451171875,226.03256225585935
440,1,843.642822265625,176.5626220703125,83.10699462890625,219.4618377685547
441,1,844.82568359375,175.91958618164062,80.91571044921875,222.02166748046875
442,1,845.3617553710938,178.42446899414062,80.3349609375,219.53294372558597
443,1,846.0396728515625,175.36175537109375,79.17669677734375,225.8529052734375
444,1,847.3516235351562,172.670654296875,77.37060546875,231.82421875
445,1,848.0950927734375,171.49916076660156,76.60302734375,233.96047973632807
446,1,849.0507202148438,171.6866912841797,75.380126953125,236.16799926757807
447,1,849.695068359375,171.3005828857422,75.15240478515625,236.6717834472656
448,1,851.1414794921875,171.0941162109375,72.8692626953125,236.74127197265625
449,1,852.139892578125,171.0519256591797,71.5220947265625,236.58499145507807
450,1,852.4613647460938,170.61386108398438,71.2010498046875,235.533203125
451,1,853.7490234375,170.49525451660156,68.9644775390625,234.7416076660156
452,1,854.63427734375,170.68092346191406,67.90667724609375,233.9564666748047
453,1,854.5136108398438,171.0879364013672,68.5546875,233.09359741210935
454,1,854.579833984375,171.3544921875,68.85345458984375,232.5453338623047
455,1,854.4090576171875,171.18209838867188,69.88702392578125,232.7515411376953
456,1,854.5891723632812,171.26251220703125,69.924072265625,232.76544189453125
457,1,854.972412109375,170.7731170654297,69.63665771484375,234.05960083007807
458,1,854.7280883789062,171.4571533203125,70.515625,233.2824249267578
459,1,854.5289306640625,173.42364501953125,71.017578125,229.61724853515625
460,1,854.4705810546875,178.79734802246094,72.432861328125,217.85806274414065
461,1,854.2190551757812,180.7098388671875,73.4781494140625,214.02001953125
462,1,854.0357666015625,175.02755737304688,74.5782470703125,223.8642578125
463,1,853.7581787109375,177.0045623779297,74.94329833984375,216.76126098632807
464,1,852.5946655273438,171.94668579101562,77.421142578125,222.73565673828125
465,1,851.6497802734375,167.06178283691406,79.63812255859375,220.2928009033203
466,1,848.7041625976562,163.01927185058594,85.0794677734375,215.71286010742188
467,1,847.7120361328125,160.67822265625,84.251953125,211.1090240478516
468,1,846.4332275390625,157.36126708984375,85.027587890625,207.3081817626953
469,1,846.104248046875,157.51531982421875,83.94940185546875,203.7059326171875
470,1,844.5604248046875,156.45834350585938,84.84832763671875,201.9000396728516
471,1,843.98828125,154.57997131347656,84.10906982421875,196.7220458984375
472,1,843.1915893554688,155.61856079101562,84.094482421875,189.1516265869141
473,1,841.6048583984375,156.47531127929688,83.956298828125,187.07151794433597
474,1,841.986328125,155.5764617919922,81.09576416015625,192.6883850097656
475,1,841.3272705078125,156.69198608398438,79.66400146484375,189.70578002929688
476,1,840.0441284179688,156.57179260253906,80.41796875,190.25767517089844
477,1,839.534423828125,153.028564453125,79.5167236328125,186.4160614013672
478,1,840.9694213867188,147.92501831054688,74.68505859375,187.53121948242188
479,1,840.77685546875,147.1510467529297,72.93780517578125,185.8790283203125
480,1,840.519287109375,146.04476928710938,71.69134521484375,185.01339721679688
481,1,840.2315673828125,146.36871337890625,70.98736572265625,185.2707061767578
482,1,837.887451171875,146.31895446777344,73.96038818359375,185.5862274169922
483,1,837.06982421875,146.13685607910156,74.11041259765625,185.5935821533203
484,1,835.642822265625,145.97694396972656,74.40814208984375,185.39437866210935
485,1,834.162353515625,145.3671417236328,75.1480712890625,184.4841461181641
486,1,832.486328125,144.66616821289062,76.97064208984375,184.8036651611328
487,1,829.830322265625,143.26593017578125,80.14483642578125,185.2027587890625
488,1,831.2481689453125,140.7310028076172,74.86712646484375,188.5806579589844
489,1,832.6727905273438,139.35491943359375,70.56884765625,189.56948852539065
490,1,833.1925048828125,139.2426300048828,69.37322998046875,188.55743408203125
491,1,833.222412109375,138.40032958984375,69.16839599609375,187.74557495117188
492,1,833.52783203125,138.6915740966797,68.81036376953125,186.22769165039065
493,1,832.4315185546875,139.18846130371094,71.494873046875,184.67361450195312
494,1,831.560302734375,138.18650817871094,74.18206787109375,182.0811462402344
495,1,831.173095703125,137.26419067382812,75.13055419921875,181.5450134277344
496,1,831.6572875976562,128.6774444580078,75.3980712890625,201.78646850585935
497,1,833.0152587890625,124.8525848388672,73.373291015625,209.2972412109375
505,1,833.1634521484375,120.36822509765624,73.3050537109375,215.74224853515625
506,1,833.7073974609375,120.08700561523438,71.99639892578125,215.34402465820312
507,1,832.2727661132812,123.77845764160156,75.216552734375,209.19747924804688
508,1,834.201416015625,131.6066436767578,70.68328857421875,193.8375701904297
509,1,833.364013671875,136.711669921875,71.4278564453125,184.8594970703125
510,1,832.152099609375,137.85250854492188,72.4556884765625,183.92074584960935
512,1,830.1658935546875,140.52294921875,75.1519775390625,183.8642578125
515,1,824.3245849609375,139.58615112304688,83.57598876953125,186.57330322265625
516,1,825.1697998046875,140.59317016601562,81.07086181640625,187.41624450683597
517,1,825.7443237304688,140.69300842285156,78.95361328125,189.03851318359372
518,1,825.178466796875,141.3195343017578,79.82586669921875,189.41802978515625
519,1,826.2555541992188,141.2567901611328,77.0308837890625,189.5650634765625
520,1,826.9578857421875,141.99815368652344,75.0721435546875,188.15098571777344
521,1,826.498779296875,142.23248291015625,75.72552490234375,185.54428100585935
522,1,825.6712646484375,142.8145751953125,77.18780517578125,184.08262634277344
523,1,827.6365966796875,142.65048217773438,72.99359130859375,182.93362426757807
524,1,827.458740234375,142.39239501953125,73.03704833984375,182.5231170654297
525,1,822.17236328125,143.15171813964844,83.41229248046875,182.26080322265625
526,1,820.88525390625,143.59213256835938,85.96783447265625,182.3919982910156
527,1,820.2711181640625,144.03009033203125,87.2916259765625,183.46420288085935
528,1,820.3475341796875,144.1085662841797,87.57342529296875,183.33419799804688
529,1,822.3755493164062,144.0373077392578,83.6697998046875,182.98123168945312
530,1,821.4044189453125,143.9623260498047,85.67755126953125,182.6423492431641
531,1,819.8999633789062,145.03370666503906,89.075927734375,184.28614807128903
532,1,819.9185791015625,145.25442504882812,89.50433349609375,184.82147216796875
533,1,820.462646484375,145.30543518066406,89.16510009765625,184.37533569335935
534,1,821.3104248046875,146.317138671875,89.30157470703125,184.3567352294922
535,1,823.0921630859375,146.61102294921875,87.767822265625,182.44891357421875
536,1,825.6759033203125,146.29519653320312,85.58343505859375,181.11474609375
537,1,827.29443359375,146.0408935546875,85.6514892578125,181.4062957763672
538,1,828.872802734375,146.13595581054688,85.45257568359375,182.10948181152344
539,1,831.0618896484375,145.74061584472656,83.55169677734375,181.989501953125
540,1,833.2774047851562,145.7882843017578,81.2623291015625,183.22296142578125
541,1,833.76025390625,146.59034729003906,82.04766845703125,184.82891845703125
542,1,832.4414672851562,146.7196044921875,86.6766357421875,185.8195037841797
543,1,832.2235717773438,146.56427001953125,88.3702392578125,184.89414978027344
544,1,833.1168212890625,146.8032989501953,87.53924560546875,185.05224609375
545,1,834.4483642578125,147.11712646484375,85.56060791015625,185.1959228515625
546,1,834.6048583984375,147.629150390625,86.76177978515625,187.40933227539065
547,1,836.28173828125,147.98358154296875,84.74188232421875,188.0921936035156
548,1,835.3285522460938,148.538818359375,86.9559326171875,189.1394195556641
549,1,835.8956298828125,148.88677978515625,86.16143798828125,188.9219665527344
550,1,836.8516845703125,149.90576171875,83.97918701171875,191.41270446777344
587,1,834.3792114257812,156.0224609375,77.8983154296875,203.46435546875
588,1,834.8309326171875,155.22439575195312,75.96087646484375,203.3404541015625
589,1,834.794921875,155.71774291992188,74.2615966796875,202.793701171875
590,1,820.701904296875,154.30209350585938,100.72357177734376,204.3082275390625
591,1,816.8333740234375,153.66839599609375,106.05572509765624,203.3899383544922
592,1,816.008056640625,153.034912109375,105.19610595703124,203.843505859375
593,1,821.5582275390625,153.46710205078125,91.9697265625,204.93116760253903
594,1,810.5472412109375,153.46009826660156,113.8292236328125,206.30081176757807
595,1,806.6636352539062,154.21971130371094,120.642333984375,207.55484008789065
596,1,804.7011108398438,154.04234313964844,123.59765625,207.9964141845703
597,1,804.0423583984375,154.19639587402344,124.08380126953124,208.1339874267578
598,1,803.739013671875,153.63449096679688,123.8643798828125,206.6919403076172
599,1,803.540771484375,153.1274871826172,123.7625732421875,205.46041870117188
600,1,803.8263549804688,151.85948181152344,121.8912353515625,205.5545959472656
601,1,804.1826171875,150.8809814453125,120.0399169921875,206.17279052734372
602,1,805.3077392578125,152.2693328857422,117.34381103515624,200.7255859375
603,1,818.63671875,153.15467834472656,87.39984130859375,203.6469573974609
604,1,816.1604614257812,153.1538543701172,91.8734130859375,206.3313751220703
605,1,815.95703125,153.7840576171875,91.58123779296876,207.27313232421875
606,1,817.9257202148438,153.34193420410156,86.921142578125,209.04849243164065
607,1,818.3916015625,152.0957489013672,86.412841796875,212.07601928710935
608,1,817.900390625,151.41400146484375,86.01312255859375,212.5945587158203
609,1,815.791259765625,151.4254608154297,89.8043212890625,211.80111694335935
610,1,820.245849609375,151.55760192871094,82.39617919921875,211.98776245117188
611,1,815.14697265625,150.36444091796875,92.26617431640624,208.97808837890625
612,1,811.793212890625,148.16793823242188,97.41583251953124,207.24810791015625
613,1,810.321044921875,147.47386169433594,97.83514404296876,208.2725372314453
614,1,810.5166015625,148.05995178222656,96.5177001953125,210.7244110107422
615,1,812.6358642578125,150.16213989257812,92.37652587890624,211.56295776367188
616,1,811.2410888671875,151.6623992919922,94.41192626953124,210.16200256347656
617,1,814.280029296875,153.3432159423828,87.8604736328125,210.68441772460935
